b;resub;rwz;rwz;rf;rf;rw;rw;rwz;b;
rwz;rw;rwz;rf;rf;rf;resub -z;resub;resub -z;rfz;
rf;rf;b;rwz;rfz;rf;resub;b;resub -z;rf;
rf;resub;rfz;resub -z;b;rwz;rwz;rwz;rfz;rfz;
rwz;resub;rw;b;rf;rfz;resub;resub;b;rw;
resub -z;rw;rf;rwz;rwz;rfz;rfz;b;rw;resub;
rw;resub -z;resub -z;rfz;resub;rf;rf;rf;rw;rw;
resub;b;rwz;resub -z;b;b;b;resub -z;resub;rwz;
rfz;rwz;resub -z;resub;resub -z;rf;rw;b;b;resub -z;
rw;rfz;rwz;rfz;rw;rf;resub;rf;rwz;resub;
rw;b;rw;resub;b;rf;resub;rf;resub -z;b;
b;rwz;rw;resub -z;rfz;b;b;rwz;b;rfz;
b;b;rfz;resub -z;rfz;b;b;rw;rfz;rfz;
rwz;rf;rf;rwz;rw;resub -z;rf;rwz;rfz;rf;
b;rwz;rf;rf;resub;rw;rfz;rf;resub;rwz;
resub -z;resub -z;b;rf;rw;resub -z;rf;b;resub -z;rfz;
resub;b;rf;rw;resub -z;resub;resub -z;rwz;resub -z;resub;
rf;resub;rw;resub;rw;rfz;resub -z;rw;rw;rf;
rw;rw;b;resub;rf;resub -z;rwz;rw;rf;rf;
rfz;rfz;resub;rw;rfz;rwz;resub;rwz;b;b;
resub -z;resub -z;rw;resub;b;rwz;resub;rw;rwz;rw;
b;rf;resub;rw;rwz;rfz;resub -z;resub;resub -z;rfz;
rwz;rw;b;resub -z;resub;b;rw;rw;rf;rf;
rfz;resub -z;resub -z;rwz;rfz;resub;rw;rw;rwz;resub -z;
b;resub -z;rw;rf;rw;rw;rf;rf;rf;rf;
resub;rfz;rw;b;b;rw;rw;rf;rwz;resub -z;
rfz;rwz;resub;b;rfz;b;resub;resub -z;rfz;rwz;
resub -z;resub;b;rf;rw;resub -z;rfz;resub;rw;resub -z;
rf;resub -z;rf;rwz;b;resub;rwz;rfz;rf;resub;
b;rw;rw;rwz;rf;rwz;rfz;rw;rw;rw;
resub;rw;rw;rwz;resub;rf;rwz;rw;b;resub;
rwz;rwz;resub -z;rfz;rwz;rwz;rw;resub -z;rwz;rw;
rw;rwz;rw;rw;resub;b;rf;rf;rwz;b;
resub;rfz;rw;resub;b;resub -z;b;resub -z;rfz;resub;
rf;resub;rf;resub;resub -z;resub -z;resub -z;rf;rwz;rw;
rwz;b;resub;b;rw;rf;rf;rfz;rfz;b;
rf;rw;rwz;rfz;resub -z;resub;resub -z;rf;rwz;resub -z;
b;resub -z;rw;resub -z;resub -z;resub;rw;b;rfz;rf;
rw;rwz;rw;rf;rfz;b;rw;b;rfz;resub -z;
resub -z;resub -z;rfz;b;rfz;rw;rf;b;b;rf;
rfz;rfz;resub -z;rfz;b;resub;rf;rw;rf;resub;
rfz;rfz;rf;resub -z;rw;b;rwz;rw;b;rwz;
resub -z;resub;rf;b;resub;rfz;rfz;resub;b;resub -z;
rwz;rw;resub;resub -z;rw;resub -z;rw;resub;b;rfz;
rwz;b;rw;resub -z;rf;resub;rw;rw;resub;rfz;
rf;resub -z;resub -z;rwz;resub -z;rw;rfz;rfz;rw;b;
rfz;rwz;rwz;rwz;rwz;rwz;resub -z;rfz;resub -z;rw;
resub -z;rf;rw;rwz;b;rw;b;rwz;rf;resub;
rw;rf;resub;rfz;rwz;rwz;rwz;rw;b;resub;
resub;rw;rf;rwz;rfz;b;rfz;rw;resub;b;
resub -z;b;rw;rw;rfz;rw;rfz;rf;rwz;resub -z;
resub -z;resub;rfz;rfz;rwz;rf;rw;resub;rw;rfz;
rfz;rf;rfz;resub -z;rwz;rw;resub;rw;resub -z;resub -z;
rw;b;b;rfz;b;rfz;resub;rf;resub;rwz;
resub;rwz;b;resub;rf;rw;rw;b;resub -z;rfz;
rw;resub;rw;resub -z;rw;resub -z;rfz;rwz;rw;resub -z;
rw;rw;rf;rfz;resub -z;rw;b;b;resub;resub;
rfz;resub -z;b;rf;rw;rwz;resub;rf;rw;resub;
rw;resub;rf;resub;resub;rf;rf;rf;rf;rwz;
rwz;resub;b;rfz;rfz;b;rw;rwz;rwz;rf;
rw;rfz;rf;b;resub -z;resub -z;resub;rf;resub;resub -z;
rfz;resub;b;rfz;rfz;rwz;rfz;b;rwz;rf;
resub;rfz;rwz;resub;resub -z;resub -z;b;resub;rw;rwz;
rwz;rw;rw;resub;resub;rf;rf;resub;resub -z;b;
rfz;rf;rfz;rfz;rf;rw;rfz;resub -z;resub;rwz;
rfz;rfz;rwz;rw;resub -z;rwz;b;rfz;rw;b;
resub -z;rwz;rfz;resub;rfz;rfz;resub -z;resub;rf;rwz;
rf;b;rw;rfz;rw;rfz;b;rfz;rf;rwz;
resub -z;b;b;rfz;rw;rfz;rfz;rw;rfz;resub;
resub -z;rf;b;rwz;resub;rf;rf;resub -z;rwz;b;
rfz;resub -z;b;rf;resub;rwz;rw;rw;resub -z;b;
resub -z;rfz;rf;rfz;resub;b;rwz;b;rwz;resub -z;
b;resub -z;rwz;resub;resub -z;rf;resub;rwz;resub;rf;
rwz;rfz;rw;b;rf;rw;rfz;rw;rfz;rf;
b;resub -z;rf;rfz;rfz;rwz;resub;resub -z;rwz;resub;
resub -z;rfz;resub -z;b;rfz;resub -z;b;rfz;resub -z;resub -z;
rf;rf;rwz;resub;rwz;rw;resub -z;resub -z;b;rw;
rw;resub;resub;rf;resub;resub -z;b;rw;rwz;resub;
resub -z;rw;rf;rw;rf;rfz;rf;resub -z;b;rfz;
b;resub;rw;rw;resub -z;rfz;rfz;rf;rw;rwz;
rw;rwz;rf;rfz;rf;resub;resub -z;rf;resub;rw;
resub -z;rf;rwz;rw;resub -z;rf;rf;rf;rwz;b;
rw;rfz;rw;rw;rf;rwz;resub -z;rfz;resub -z;b;
rw;rw;resub;rf;resub -z;rf;rw;rw;b;rw;
b;rfz;rw;rfz;resub;resub -z;rw;resub -z;resub;b;
resub;resub -z;rfz;resub;rw;rw;rfz;resub -z;resub;rwz;
rwz;resub -z;resub;resub -z;b;rf;rfz;rf;rf;rw;
rwz;rf;rf;resub;rf;b;rwz;b;resub -z;b;
rfz;resub -z;rf;rfz;rwz;resub;b;rf;rwz;b;
rfz;rw;resub -z;rf;resub -z;rw;resub -z;b;rfz;rf;
resub;rf;resub;rwz;rf;rwz;rwz;resub -z;rf;resub -z;
rfz;b;rfz;resub -z;resub;rf;rwz;resub -z;rwz;rwz;
rf;rw;resub;resub -z;resub -z;resub -z;resub -z;resub;rw;resub -z;
resub -z;resub;b;rwz;rw;b;rfz;rwz;resub;resub -z;
b;resub;rwz;resub -z;rw;resub;rf;rw;b;resub;
resub;resub;b;rwz;resub -z;b;rwz;resub -z;rw;resub -z;
b;rw;rw;rw;b;resub;rf;rwz;resub -z;rfz;
resub;rw;rfz;rf;rf;resub;rf;rwz;resub;resub -z;
rfz;rwz;rwz;b;resub -z;rf;rwz;rwz;rw;b;
rfz;rfz;rfz;resub -z;resub -z;rw;b;rf;resub;b;
b;rwz;rfz;rfz;rw;rfz;rfz;resub -z;resub -z;rf;
resub;resub;rfz;b;resub -z;resub -z;resub -z;rfz;b;resub;
rwz;rf;rw;rwz;resub;rw;resub -z;rfz;b;rf;
resub -z;rwz;b;b;rw;rfz;rw;rw;b;rw;
b;resub;resub -z;resub;rfz;rf;rf;rwz;resub;rw;
rwz;rf;rfz;b;rwz;rf;resub;rf;rfz;resub;
rfz;rfz;rfz;b;rwz;rfz;rwz;b;b;b;
b;rw;rfz;rwz;rw;rfz;b;rf;rf;rwz;
rfz;rf;rwz;rwz;rw;rfz;rfz;resub;rf;resub;
resub -z;rw;b;resub -z;rw;resub;rf;rfz;b;rf;
b;resub -z;resub;resub -z;resub -z;rfz;rwz;resub -z;resub -z;resub;
rw;rf;resub -z;b;resub -z;rwz;resub;rfz;rwz;resub;
rwz;rfz;rw;resub;rfz;resub;rf;rf;rwz;resub;
rf;resub;resub -z;rwz;resub -z;rf;resub -z;resub;rw;resub;
resub -z;b;resub -z;resub;b;b;rw;rw;rfz;rfz;
rfz;resub -z;rf;b;rw;rwz;rf;rwz;b;rfz;
resub;resub -z;resub -z;rfz;b;resub -z;rfz;rwz;rwz;rfz;
resub -z;b;rf;resub;resub;resub;rwz;resub -z;rw;rfz;
b;rfz;b;rwz;rw;rfz;rwz;rw;rf;resub;
resub -z;rf;rwz;b;b;rwz;rf;rwz;rfz;rfz;
rfz;rf;rw;resub -z;rfz;rwz;b;rfz;b;b;
rwz;resub;resub;b;resub -z;rwz;rw;rwz;resub;rw;
rfz;rwz;b;rf;rf;rwz;b;rwz;rf;rw;
rf;rfz;resub -z;rw;resub -z;rwz;b;resub -z;rwz;rf;
rfz;rf;rwz;resub -z;b;resub -z;rfz;resub -z;rwz;resub;
resub -z;rw;rfz;rwz;rwz;resub;rwz;rw;rfz;b;
rwz;rf;resub;b;rf;rwz;resub -z;rwz;rfz;rf;
rfz;b;rf;rw;resub;rwz;rf;resub;resub -z;rw;
rf;rwz;rfz;resub;rwz;rf;b;resub;rfz;b;
b;rwz;rf;b;resub -z;rf;rf;resub -z;rw;resub -z;
rfz;resub -z;b;rw;rfz;resub -z;b;rf;resub;rf;
resub -z;rwz;rfz;resub -z;b;b;resub -z;resub -z;rw;rfz;
rwz;rf;rw;rw;resub;rwz;b;rwz;rw;rw;
rw;rfz;rwz;b;resub;resub -z;resub;rfz;resub -z;rfz;
rwz;rf;rw;b;resub -z;rwz;b;rwz;b;resub;
resub;resub -z;resub;rw;resub -z;resub -z;rfz;rfz;rf;resub -z;
resub -z;rf;resub;rw;rfz;rwz;rf;b;resub;rw;
b;resub -z;rf;resub -z;rw;rw;rw;resub;resub -z;b;
rw;rw;b;rfz;resub -z;rwz;b;rf;rfz;rw;
rf;resub -z;resub;rfz;resub;rwz;resub -z;rw;rwz;rfz;
rfz;rfz;rf;rw;rw;b;rfz;rwz;rf;b;
rfz;rf;rf;rf;resub -z;rwz;rf;rfz;rf;rw;
b;rfz;rf;rfz;rw;resub;resub -z;rfz;resub;rwz;
resub;rfz;rwz;rfz;resub -z;resub;rw;b;rf;rw;
rfz;rwz;rf;resub -z;rf;resub;rw;resub;rw;rfz;
rwz;rf;rw;rf;rfz;rwz;rw;rwz;resub -z;resub;
rwz;resub;rw;rw;rf;rfz;rw;rw;rf;rw;
rf;rw;resub -z;rf;resub -z;rfz;rwz;rf;b;rw;
b;rfz;rfz;resub;rwz;resub -z;resub -z;resub -z;rfz;rfz;
rw;rw;resub -z;resub -z;rwz;rw;resub -z;rw;rwz;resub;
resub -z;rf;rwz;resub -z;rf;rf;rf;rfz;rfz;b;
resub;resub;rwz;rw;b;rw;rf;rfz;rwz;resub -z;
resub;resub;rfz;rw;resub;rw;resub -z;b;rw;b;
rwz;rw;rw;b;rfz;rf;rwz;rfz;rfz;rwz;
rwz;resub;resub;resub;b;rwz;rw;resub;rfz;resub -z;
resub;b;rfz;resub;resub -z;rf;b;rw;b;rw;
b;rf;rfz;resub -z;resub -z;rf;b;rfz;resub;rfz;
resub -z;resub -z;resub;resub -z;resub -z;rwz;rfz;rw;rfz;b;
rf;b;resub;resub;rwz;resub;rf;rfz;rw;rfz;
rw;rfz;resub;rw;rf;resub -z;rw;rwz;rw;rwz;
rfz;rf;b;rfz;rf;resub;rwz;rf;resub -z;rw;
resub;b;resub;rwz;resub;rfz;rw;rfz;resub -z;rwz;
b;rwz;b;resub;resub;resub -z;rw;b;rfz;rf;
b;b;resub -z;resub;rf;resub -z;resub -z;rwz;rw;resub;
b;resub;b;resub;rwz;rwz;rw;rwz;resub -z;rwz;
rf;rfz;rfz;rwz;rfz;b;b;rw;resub;rfz;
rfz;rfz;b;rwz;rf;resub;rfz;rw;rfz;rwz;
rfz;rf;resub -z;rwz;b;rw;rf;resub;rwz;resub;
rf;resub -z;rw;resub;b;rf;resub;rf;rfz;rw;
resub -z;rwz;b;rf;rf;rfz;resub;rwz;b;b;
rfz;resub;rwz;rwz;resub -z;rf;rwz;resub -z;resub;resub -z;
resub -z;resub -z;rw;resub;rw;rfz;resub -z;rw;resub;rwz;
rf;resub -z;b;resub;rf;b;resub;resub -z;resub;resub;
rfz;rfz;rwz;resub;rf;rf;b;rf;rw;rwz;
rwz;rwz;rw;resub;resub -z;resub -z;rwz;rf;rwz;rwz;
rf;rw;b;rwz;b;rw;resub -z;rwz;b;rf;
resub -z;rfz;rfz;rfz;rw;b;rfz;resub -z;rw;b;
rwz;rf;rwz;rwz;b;rwz;rfz;resub -z;resub -z;b;
rf;rwz;rwz;resub -z;resub;rw;resub;b;b;rf;
rw;rwz;rfz;rf;resub;resub -z;rfz;rf;rw;b;
b;b;rwz;rf;resub -z;resub -z;b;resub;resub -z;resub;
resub;resub -z;rw;rwz;rwz;rf;resub -z;resub;resub -z;rw;
rwz;rf;b;rwz;rw;rwz;b;b;resub;rw;
rf;rf;rw;resub;resub;rfz;b;b;rw;resub;
resub;b;b;resub -z;rf;rw;rf;resub;resub -z;rw;
rfz;rfz;rf;b;b;b;rw;rwz;resub;b;
resub -z;rfz;rfz;rf;rwz;rfz;rfz;b;b;resub;
resub -z;rw;rfz;rf;rw;resub -z;rf;b;rfz;resub -z;
rwz;b;rf;rf;b;rfz;rwz;resub;rw;rfz;
resub -z;rfz;rf;rf;resub -z;rf;rwz;rw;resub;rw;
rfz;b;rw;b;resub;b;rfz;rwz;rf;rw;
b;resub;b;resub;resub;resub;resub -z;rf;rf;rf;
rwz;rf;rf;rf;rf;resub -z;resub -z;rfz;rwz;resub;
rw;rw;rfz;rfz;b;rw;b;rfz;rw;rfz;
resub;b;rwz;rw;rf;rfz;rf;resub -z;resub -z;rwz;
rf;rw;rfz;resub;resub -z;rw;rwz;rf;resub;rwz;
b;rwz;resub;rw;b;rfz;resub;resub -z;b;resub -z;
rfz;rf;rf;rf;rfz;resub -z;rf;rf;rw;rw;
rwz;rw;rf;resub -z;rf;rf;rw;rw;rf;rwz;
resub -z;rw;b;rw;rf;resub -z;b;rw;resub;rwz;
rwz;rfz;b;resub;rw;rf;resub;rwz;rwz;resub;
rfz;rwz;resub;rw;b;rwz;resub;rw;rw;rf;
rw;b;rf;rf;rw;rfz;b;b;rfz;resub -z;
b;rfz;rw;rfz;b;rwz;rw;resub;resub;rf;
resub -z;resub -z;rwz;rf;rfz;resub -z;rwz;resub;rw;rfz;
rwz;rw;rw;rw;resub -z;rf;resub;rf;resub -z;rw;
resub;rfz;resub;rfz;rfz;rfz;rf;rwz;b;rf;
rf;b;rfz;rf;rwz;rf;rw;resub;rwz;resub;
b;rfz;rw;b;resub;resub -z;resub;resub -z;rf;b;
resub -z;resub;resub;b;b;resub;rwz;rw;rwz;rfz;
resub;resub;rf;rwz;rfz;rf;b;resub;b;rw;
rwz;b;resub;b;rw;rf;rwz;b;resub -z;resub -z;
rw;rw;rwz;rwz;rwz;resub;rfz;b;rwz;rf;
resub -z;rfz;rw;rfz;rf;rf;rfz;rfz;resub -z;rw;
resub -z;b;resub -z;rw;rw;resub -z;rw;rfz;resub;rf;
rfz;rwz;resub;rwz;rwz;rfz;resub;rfz;rw;rwz;
b;resub;resub;rwz;rfz;rfz;rfz;resub;b;rw;
rfz;rw;resub -z;rfz;resub -z;resub -z;resub;rfz;resub;rw;
resub;resub -z;resub;rwz;rf;resub;resub -z;resub -z;rfz;resub;
rw;b;rf;rw;b;resub -z;rfz;rfz;rf;resub -z;
resub;rwz;rwz;resub;rf;resub -z;rf;rw;rwz;resub -z;
rfz;resub -z;resub;b;resub -z;resub -z;rfz;rf;rwz;b;
resub;rw;rwz;rfz;rw;rfz;b;resub -z;b;rw;
rf;resub;resub -z;rw;b;rfz;resub;b;resub -z;rfz;
rf;b;resub -z;rf;resub;resub -z;rwz;rwz;rw;rwz;
rfz;rfz;rwz;rf;resub;resub;b;rf;rfz;rf;
resub -z;rw;resub -z;rfz;rwz;rfz;rw;rw;resub -z;rf;
b;resub -z;rwz;rwz;resub -z;resub -z;resub;rw;resub;b;
rfz;b;b;b;b;resub;rfz;rf;resub;rw;
rw;rf;rw;resub;resub -z;b;rwz;rfz;rf;resub;
resub;rw;rwz;rwz;rfz;rwz;rfz;rf;resub;b;
resub -z;rwz;rwz;rwz;rf;rfz;rwz;rf;resub;b;
rw;b;b;b;b;b;b;rf;rw;rwz;
rw;rw;resub;rf;rf;resub;resub -z;resub;resub -z;resub;
resub;resub -z;rw;rf;resub;rf;rf;rw;rw;rwz;
rfz;resub;resub -z;resub;resub -z;b;resub -z;rw;rf;resub -z;
resub -z;resub -z;resub;rfz;resub -z;resub -z;rf;rf;rw;resub -z;
rfz;b;b;resub;rfz;b;rw;rw;rfz;resub -z;
b;rw;resub -z;rfz;rw;b;resub;rfz;rw;rfz;
b;resub -z;rw;resub;rw;rfz;resub;resub;rf;rf;
rfz;resub -z;resub;rwz;rf;rwz;b;resub -z;resub;b;
b;rw;rfz;rf;resub -z;resub -z;rw;rwz;b;rw;
rwz;resub -z;rwz;rw;b;b;rwz;rfz;rf;rf;
rw;resub;rf;resub -z;rf;resub;resub;rw;resub;rwz;
resub;rw;resub -z;resub -z;rfz;rw;rfz;resub;rf;rwz;
resub;rf;rf;rf;rfz;b;rw;resub -z;rwz;resub -z;
rw;rfz;rf;rf;rfz;rf;resub;rwz;resub;rfz;
rw;rf;resub -z;rwz;rfz;rfz;b;resub -z;resub -z;rw;
rfz;rf;rfz;rwz;rf;rf;rwz;rwz;rwz;b;
rf;rf;rf;rw;resub;rwz;rf;rfz;resub -z;resub -z;
resub -z;b;rf;resub;resub -z;resub;rf;b;b;rwz;
rwz;rw;resub -z;rw;rw;rfz;rwz;rfz;rwz;resub;
rf;rfz;rw;resub -z;resub -z;rw;b;rf;resub -z;rfz;
rwz;rfz;rfz;rw;rw;rwz;resub;rf;rw;resub;
b;b;resub;rw;b;resub -z;resub;rf;resub -z;rf;
rf;rwz;resub;rw;rf;resub -z;rf;b;rf;rfz;
rf;resub -z;rf;rw;b;rwz;resub;b;resub;rfz;
rfz;rf;b;rw;rw;rf;rw;rwz;rwz;resub;
b;rw;rwz;resub;rw;rfz;b;rw;rf;rwz;
resub;rwz;b;b;rfz;resub -z;rfz;resub;rf;rf;
rfz;b;resub;rw;rw;rfz;b;b;rfz;resub;
rw;rwz;resub;rw;resub -z;rwz;resub -z;rw;b;rfz;
rw;rf;rf;rwz;rw;resub;b;rf;rw;rf;
rwz;resub -z;rfz;rf;rfz;resub;b;b;resub;rfz;
resub;resub;resub -z;resub;resub -z;rwz;resub -z;resub;rf;rfz;
rf;rf;resub -z;resub -z;rf;rw;rwz;rwz;resub;rw;
resub;resub -z;rf;b;resub -z;resub -z;rwz;resub;rw;resub;
rwz;rfz;rf;resub;resub;resub -z;rfz;resub -z;b;resub -z;
rfz;rfz;b;b;resub -z;b;b;b;resub;resub -z;
resub;b;resub -z;resub;rfz;rfz;resub;rwz;rf;rw;
resub;rfz;rf;resub;rf;rw;rwz;rwz;b;resub -z;
rwz;resub -z;rf;resub -z;b;rw;rwz;resub -z;rwz;resub -z;
rwz;rf;rfz;resub -z;resub;resub -z;resub;rwz;b;b;
rf;resub -z;b;rf;rfz;resub -z;rwz;rfz;rfz;rf;
rfz;resub -z;resub -z;b;rwz;rf;rf;rf;resub;rfz;
b;resub;b;rf;resub;rwz;rw;rfz;rwz;rw;
b;rfz;resub -z;rfz;b;rw;resub -z;resub;resub -z;resub;
b;resub;rw;resub -z;resub;resub;rfz;b;rf;rwz;
resub -z;b;rw;rf;rw;rw;rf;rfz;rf;rwz;
rwz;resub;rf;rw;rwz;rw;rw;rf;rwz;resub;
rf;rwz;rw;b;resub;b;resub -z;resub -z;resub -z;rfz;
rwz;rwz;b;b;rw;rfz;b;b;rfz;resub -z;
resub;rf;resub;rf;resub;resub -z;rf;rw;rw;rwz;
rwz;resub -z;b;rfz;rw;resub;rf;rw;b;rwz;
rw;rwz;b;rfz;rwz;rwz;resub;rf;rf;rwz;
resub;resub;resub;rf;rf;rwz;rwz;resub -z;b;rfz;
resub -z;resub -z;b;rwz;rwz;rfz;resub -z;resub -z;b;b;
b;resub -z;rw;b;rfz;rf;resub;rfz;rfz;rfz;
resub -z;rw;rfz;rfz;rwz;rwz;rwz;b;b;rwz;
rwz;b;resub;rfz;resub;rwz;rfz;rwz;resub;rf;
rwz;rfz;rw;rfz;rfz;b;rwz;resub;b;rf;
resub -z;rf;b;rfz;resub -z;resub;b;rwz;b;rf;
rfz;resub;rw;b;b;rf;rw;resub -z;b;resub -z;
rw;resub;rwz;rf;resub;resub;rwz;resub;resub -z;rfz;
resub -z;resub;b;resub;resub;resub;b;rw;rf;resub;
resub -z;b;rw;rf;rf;resub -z;resub -z;resub -z;rf;b;
rf;rf;rw;rwz;rw;rw;b;resub;rfz;resub;
rf;rw;rfz;resub;rwz;rw;resub -z;resub -z;rw;rfz;
rw;rfz;rfz;rw;rwz;resub;rf;b;rfz;rwz;
rwz;rf;resub;resub -z;rwz;resub -z;resub -z;rf;rw;rw;
rwz;resub;resub -z;rf;b;resub;rf;resub -z;rw;resub;
rfz;rw;rw;resub;b;b;b;rw;resub -z;rw;
b;resub;rwz;rw;rfz;resub;rw;rfz;resub -z;rw;
rf;rw;rfz;resub;b;resub;rw;rwz;b;b;
b;b;resub -z;resub;rwz;resub;rw;rwz;rfz;rwz;
b;resub -z;rwz;resub;resub -z;resub -z;rwz;rwz;b;rfz;
b;b;b;resub;rw;resub;resub -z;resub -z;rf;resub;
rw;b;rw;rw;rwz;rfz;resub -z;rfz;rw;rwz;
rwz;rf;resub -z;rf;rf;resub -z;resub;b;resub;rfz;
b;rf;rf;rf;rfz;resub -z;b;rfz;b;resub -z;
rfz;resub;b;b;resub;resub;resub -z;rf;resub;rwz;
rwz;rw;rw;rwz;resub -z;rf;rf;rw;rf;rw;
rwz;rfz;resub -z;b;resub;rfz;b;rfz;rf;rf;
rw;rf;rw;rw;rfz;rwz;rf;resub;rwz;b;
rf;b;rfz;rwz;rw;rwz;rw;rwz;rf;rwz;
resub -z;rw;resub -z;rf;resub -z;rw;resub;resub -z;rwz;resub;
rwz;b;resub;resub -z;rfz;resub -z;rwz;resub;rfz;resub -z;
rw;rfz;rf;b;rw;resub;resub;rw;b;rwz;
rfz;b;b;rw;resub;rfz;b;rfz;resub -z;rw;
resub -z;resub;b;b;rwz;resub -z;b;b;resub -z;resub;
rw;rf;resub;rf;b;rf;resub -z;resub -z;rf;rw;
resub -z;rfz;rfz;b;b;resub -z;b;b;rwz;rfz;
rf;b;b;resub -z;rf;rf;rfz;rwz;rf;b;
resub -z;rwz;rfz;rfz;rfz;resub;rw;rwz;rwz;rf;
b;rwz;rfz;rfz;rwz;rfz;rfz;resub -z;rw;rfz;
rw;b;b;b;rw;b;b;rf;resub;b;
rw;b;rf;resub -z;resub;rf;rwz;resub;resub;b;
rfz;rw;resub -z;rfz;rf;b;rwz;resub -z;rfz;b;
resub;resub;resub -z;rwz;resub -z;rw;resub;rf;resub;resub -z;
rw;rwz;rf;rfz;rw;resub;rfz;rf;rf;rfz;
rf;resub -z;resub;rw;rwz;rw;resub;rfz;b;rfz;
rf;resub -z;resub;b;rw;b;rf;rw;resub;resub;
rfz;resub -z;rfz;resub -z;rwz;resub -z;rwz;rf;rf;resub;
rw;rwz;rf;rf;b;rfz;b;rfz;rfz;resub -z;
b;resub -z;rfz;rwz;resub -z;resub -z;rfz;rf;rfz;resub -z;
rfz;rw;resub;resub;rf;resub;rf;rfz;resub -z;resub;
rwz;resub -z;b;rw;rfz;resub -z;resub;rfz;rfz;rw;
resub -z;rfz;rf;rfz;resub;rwz;resub -z;rf;rf;rwz;
rw;resub -z;resub;rfz;rf;rwz;rfz;resub;resub;rw;
resub -z;rwz;b;rfz;resub -z;rf;resub -z;b;rw;resub -z;
b;resub -z;b;resub -z;rf;resub -z;rw;rw;rf;resub;
rw;rw;rf;resub;rfz;rw;resub -z;rwz;rf;rw;
resub -z;rf;rfz;rfz;b;rf;resub -z;resub;b;resub;
rw;rf;resub;b;rwz;resub;b;b;resub -z;rf;
resub -z;resub -z;rwz;rw;rw;resub -z;resub;resub -z;b;rfz;
